PRODUCT_KEY,PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,PRODUCT_STATUS,CREATED_AT,UPDATED_AT
166,200122,Adidas Staples Product 122,Grocery,Staples,Adidas,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
167,200123,Puma Footwear Product 123,Fashion,Footwear,Puma,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
168,200124,Apple Kitchen Product 124,Home,Kitchen,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
169,200125,Nike Skin Care Product 125,Beauty,Skin Care,Nike,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
170,200126,Apple Footwear Product 126,Fashion,Footwear,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
171,200127,Apple Men Product 127,Fashion,Men,Apple,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
172,200128,Philips Laptops Product 128,Electronics,Laptops,Philips,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
173,200129,Apple Skin Care Product 129,Beauty,Skin Care,Apple,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
174,200130,Lakme Women Product 130,Fashion,Women,Lakme,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
175,200131,Sony Furniture Product 131,Home,Furniture,Sony,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
176,200132,Lakme Men Product 132,Fashion,Men,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
177,200133,Prestige Hair Care Product 133,Beauty,Hair Care,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
178,200134,Nike Footwear Product 134,Fashion,Footwear,Nike,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
179,200135,Philips Accessories Product 135,Electronics,Accessories,Philips,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
180,200136,Prestige Women Product 136,Fashion,Women,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
181,200137,Tata Hair Care Product 137,Beauty,Hair Care,Tata,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
182,200138,Philips Decor Product 138,Home,Decor,Philips,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
183,200139,Tata Laptops Product 139,Electronics,Laptops,Tata,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
184,200140,Lakme Women Product 140,Fashion,Women,Lakme,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
185,200141,Nestle Hair Care Product 141,Beauty,Hair Care,Nestle,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
186,200142,Apple Skin Care Product 142,Beauty,Skin Care,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
187,200143,Apple Personal Care Product 143,Beauty,Personal Care,Apple,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
188,200144,Prestige Snacks Product 144,Grocery,Snacks,Prestige,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
189,200145,Sony Decor Product 145,Home,Decor,Sony,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
190,200146,Sony Hair Care Product 146,Beauty,Hair Care,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
191,200147,Nestle Laptops Product 147,Electronics,Laptops,Nestle,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
192,200148,Lakme Laptops Product 148,Electronics,Laptops,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
193,200149,Philips Staples Product 149,Grocery,Staples,Philips,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
194,200150,Apple Snacks Product 150,Grocery,Snacks,Apple,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
195,200151,Philips Footwear Product 151,Fashion,Footwear,Philips,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
196,200152,Samsung Women Product 152,Fashion,Women,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
197,200153,Lakme Kitchen Product 153,Home,Kitchen,Lakme,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
198,200154,Nike Furniture Product 154,Home,Furniture,Nike,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
199,200155,Prestige Decor Product 155,Home,Decor,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
200,200156,Apple Footwear Product 156,Fashion,Footwear,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
201,200157,Puma Decor Product 157,Home,Decor,Puma,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
202,200158,Adidas Men Product 158,Fashion,Men,Adidas,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
203,200159,Apple Skin Care Product 159,Beauty,Skin Care,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
204,200160,Samsung Beverages Product 160,Grocery,Beverages,Samsung,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
205,200161,Philips Accessories Product 161,Electronics,Accessories,Philips,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
206,200162,Apple Men Product 162,Fashion,Men,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
207,200163,Tata Snacks Product 163,Grocery,Snacks,Tata,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
208,200164,Nestle Personal Care Product 164,Beauty,Personal Care,Nestle,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
209,200165,Philips Skin Care Product 165,Beauty,Skin Care,Philips,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
210,200166,Prestige Footwear Product 166,Fashion,Footwear,Prestige,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
211,200167,Lakme Snacks Product 167,Grocery,Snacks,Lakme,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
212,200168,Apple Kitchen Product 168,Home,Kitchen,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
213,200169,Prestige Decor Product 169,Home,Decor,Prestige,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
214,200170,Tata Decor Product 170,Home,Decor,Tata,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
215,200171,Sony Kitchen Product 171,Home,Kitchen,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
216,200172,Nestle Personal Care Product 172,Beauty,Personal Care,Nestle,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
217,200173,Philips Skin Care Product 173,Beauty,Skin Care,Philips,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
218,200174,Lakme Kitchen Product 174,Home,Kitchen,Lakme,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
219,200175,Lakme Women Product 175,Fashion,Women,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
220,200176,Nike Women Product 176,Fashion,Women,Nike,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
221,200177,Lg Men Product 177,Fashion,Men,Lg,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
222,200178,Adidas Accessories Product 178,Electronics,Accessories,Adidas,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
223,200179,Samsung Skin Care Product 179,Beauty,Skin Care,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
224,200180,Prestige Men Product 180,Fashion,Men,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
225,200181,Puma Hair Care Product 181,Beauty,Hair Care,Puma,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
226,200182,Samsung Footwear Product 182,Fashion,Footwear,Samsung,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
227,200183,Prestige Accessories Product 183,Electronics,Accessories,Prestige,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
228,200184,Lg Staples Product 184,Grocery,Staples,Lg,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
229,200185,Adidas Hair Care Product 185,Beauty,Hair Care,Adidas,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
230,200186,Sony Hair Care Product 186,Beauty,Hair Care,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
231,200187,Puma Beverages Product 187,Grocery,Beverages,Puma,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
232,200188,Lakme Personal Care Product 188,Beauty,Personal Care,Lakme,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
233,200189,Apple Decor Product 189,Home,Decor,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
234,200190,Lg Staples Product 190,Grocery,Staples,Lg,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
235,200191,Apple Decor Product 191,Home,Decor,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
236,200192,Tata Laptops Product 192,Electronics,Laptops,Tata,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
237,200193,Lakme Kitchen Product 193,Home,Kitchen,Lakme,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
238,200194,Philips Snacks Product 194,Grocery,Snacks,Philips,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
239,200195,Nestle Women Product 195,Fashion,Women,Nestle,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
240,200196,Puma Furniture Product 196,Home,Furniture,Puma,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
241,200197,Samsung Personal Care Product 197,Beauty,Personal Care,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
242,200198,Sony Decor Product 198,Home,Decor,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
243,200199,Philips Mobiles Product 199,Electronics,Mobiles,Philips,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
244,200200,Samsung Mobiles Product 200,Electronics,Mobiles,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
245,200201,Lakme Laptops Product 201,Electronics,Laptops,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
246,200202,Apple Kitchen Product 202,Home,Kitchen,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
247,200203,Prestige Kitchen Product 203,Home,Kitchen,Prestige,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
248,200204,Puma Men Product 204,Fashion,Men,Puma,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
249,200205,Puma Mobiles Product 205,Electronics,Mobiles,Puma,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
250,200206,Nestle Laptops Product 206,Electronics,Laptops,Nestle,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
251,200207,Apple Personal Care Product 207,Beauty,Personal Care,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
252,200208,Apple Footwear Product 208,Fashion,Footwear,Apple,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
253,200209,Apple Personal Care Product 209,Beauty,Personal Care,Apple,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
254,200210,Nike Furniture Product 210,Home,Furniture,Nike,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
255,200211,Nestle Laptops Product 211,Electronics,Laptops,Nestle,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
256,200212,Tata Snacks Product 212,Grocery,Snacks,Tata,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
257,200213,Lakme Kitchen Product 213,Home,Kitchen,Lakme,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
258,200214,Philips Accessories Product 214,Electronics,Accessories,Philips,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
259,200215,Prestige Kitchen Product 215,Home,Kitchen,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
260,200216,Lakme Snacks Product 216,Grocery,Snacks,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
261,200217,Prestige Men Product 217,Fashion,Men,Prestige,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
262,200218,Apple Laptops Product 218,Electronics,Laptops,Apple,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
263,200219,Prestige Staples Product 219,Grocery,Staples,Prestige,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
264,200220,Lg Footwear Product 220,Fashion,Footwear,Lg,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
265,200221,Tata Accessories Product 221,Electronics,Accessories,Tata,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
266,200222,Tata Mobiles Product 222,Electronics,Mobiles,Tata,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
267,200223,Tata Beverages Product 223,Grocery,Beverages,Tata,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
268,200224,Sony Kitchen Product 224,Home,Kitchen,Sony,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
269,200225,Lakme Mobiles Product 225,Electronics,Mobiles,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
270,200226,Lakme Men Product 226,Fashion,Men,Lakme,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
271,200227,Lg Kitchen Product 227,Home,Kitchen,Lg,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
272,200228,Prestige Personal Care Product 228,Beauty,Personal Care,Prestige,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
273,200229,Puma Beverages Product 229,Grocery,Beverages,Puma,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
274,200230,Sony Kitchen Product 230,Home,Kitchen,Sony,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
275,200231,Sony Decor Product 231,Home,Decor,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
276,200232,Samsung Accessories Product 232,Electronics,Accessories,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
277,200233,Adidas Mobiles Product 233,Electronics,Mobiles,Adidas,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
278,200234,Tata Staples Product 234,Grocery,Staples,Tata,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
279,200235,Samsung Women Product 235,Fashion,Women,Samsung,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
280,200236,Adidas Personal Care Product 236,Beauty,Personal Care,Adidas,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
281,200237,Lakme Accessories Product 237,Electronics,Accessories,Lakme,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
282,200238,Prestige Decor Product 238,Home,Decor,Prestige,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
283,200239,Lg Staples Product 239,Grocery,Staples,Lg,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
284,200240,Adidas Hair Care Product 240,Beauty,Hair Care,Adidas,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
285,200241,Lg Decor Product 241,Home,Decor,Lg,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
286,200242,Nestle Hair Care Product 242,Beauty,Hair Care,Nestle,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
287,200243,Philips Furniture Product 243,Home,Furniture,Philips,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
288,200244,Puma Laptops Product 244,Electronics,Laptops,Puma,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
289,200245,Adidas Laptops Product 245,Electronics,Laptops,Adidas,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
290,200246,Samsung Decor Product 246,Home,Decor,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
291,200247,Sony Men Product 247,Fashion,Men,Sony,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
292,200248,Lakme Staples Product 248,Grocery,Staples,Lakme,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
293,200249,Puma Hair Care Product 249,Beauty,Hair Care,Puma,ACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
294,200250,Samsung Laptops Product 250,Electronics,Laptops,Samsung,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
295,200251,Nike Hair Care Product 251,Beauty,Hair Care,Nike,DISCONTINUED,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
296,200252,Nike Snacks Product 252,Grocery,Snacks,Nike,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
297,200253,Lg Women Product 253,Fashion,Women,Lg,INACTIVE,2026-07-14 04:42:25.369,2026-07-14 04:42:25.369
