PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,UNIT_PRICE,COST_PRICE,PRODUCT_STATUS,CREATED_DATE,UPDATED_DATE
200017,Apple Men Product 17,Fashion,Men,Apple,-1.0,50.78,ACTIVE,2025-05-06 02:00:00,2025-08-15 02:00:00
200018,Samsung Accessories Product 18,Electronics,Accessories,Samsung,-1.0,66201.62,ACTIVE,2024-11-15 20:00:00,2025-05-16 20:00:00
200019,Prestige Laptops Product 19,Electronics,Laptops,Prestige,-1.0,46445.37,DISCONTINUED,2025-05-31 15:00:00,2025-08-08 15:00:00
200020,Philips Snacks Product 20,Grocery,Snacks,Philips,-1.0,9467.81,ACTIVE,2024-12-10 16:00:00,2025-05-07 16:00:00
200021,Sony Footwear Product 21,Fashion,Footwear,Sony,-1.0,75045.25,INACTIVE,2024-08-23 09:00:00,2025-05-09 09:00:00
200022,Tata Men Product 22,Fashion,Men,Tata,-1.0,49969.93,ACTIVE,2023-04-19 12:00:00,2023-05-26 12:00:00
200023,Adidas Decor Product 23,Home,Decor,Adidas,-1.0,81801.79,INACTIVE,2023-01-27 16:00:00,2023-09-27 16:00:00
200024,Adidas Furniture Product 24,Home,Furniture,Adidas,-1.0,61595.03,ACTIVE,2024-04-22 18:00:00,2024-07-18 18:00:00
200025,LG Personal Care Product 25,Beauty,Personal Care,LG,43389.08,0.0,DISCONTINUED,2024-09-04 07:00:00,2024-10-09 07:00:00
200026,LG Men Product 26,Fashion,Men,LG,64740.68,0.0,INACTIVE,2024-10-25 17:00:00,2024-11-18 17:00:00
200027,Lakme Snacks Product 27,Grocery,Snacks,Lakme,67879.53,0.0,DISCONTINUED,2024-10-23 16:00:00,2025-02-11 16:00:00
200028,Prestige Beverages Product 28,Grocery,Beverages,Prestige,84445.25,0.0,ACTIVE,2024-03-11 17:00:00,2024-10-09 17:00:00
200029,Sony Women Product 29,Fashion,Women,Sony,34439.39,0.0,INACTIVE,2024-05-24 13:00:00,2024-10-18 13:00:00
200030,Tata Snacks Product 30,Grocery,Snacks,Tata,48231.18,0.0,ACTIVE,2025-03-26 16:00:00,2025-08-13 16:00:00
200031,Samsung Beverages Product 31,Grocery,Beverages,Samsung,95369.7,0.0,DISCONTINUED,2024-10-23 10:00:00,2025-05-19 10:00:00
200032,Adidas Beverages Product 32,Grocery,Beverages,Adidas,84661.7,0.0,ACTIVE,2024-12-04 18:00:00,2025-09-05 18:00:00
200033,Lakme Accessories Product 33,Electronics,Accessories,Lakme,28083.2,28183.2,INACTIVE,2025-01-18 06:00:00,2025-11-05 06:00:00
200034,Prestige Hair Care Product 34,Beauty,Hair Care,Prestige,55595.63,55695.63,ACTIVE,2023-09-28 03:00:00,2024-05-08 03:00:00
200035,Samsung Accessories Product 35,Electronics,Accessories,Samsung,75923.32,76023.32,DISCONTINUED,2023-07-09 20:00:00,2023-09-01 20:00:00
200036,Philips Furniture Product 36,Home,Furniture,Philips,83747.25,83847.25,INACTIVE,2023-11-19 05:00:00,2024-03-31 05:00:00
200037,Puma Mobiles Product 37,Electronics,Mobiles,Puma,86656.03,86756.03,ACTIVE,2023-09-21 13:00:00,2023-09-28 13:00:00
200038,Samsung Mobiles Product 38,Electronics,Mobiles,Samsung,31026.37,31126.37,INACTIVE,2024-07-28 18:00:00,2025-01-23 18:00:00
200039,Prestige Footwear Product 39,Fashion,Footwear,Prestige,65488.97,65588.97,DISCONTINUED,2024-02-18 10:00:00,2024-06-07 10:00:00
200040,Prestige Women Product 40,Fashion,Women,Prestige,87846.4,87946.4,INACTIVE,2025-05-31 16:00:00,2025-10-06 16:00:00
200041,Samsung Furniture Product 41,Home,Furniture,Samsung,73551.92,47553.79,UNKNOWN,2023-01-25 09:00:00,2023-07-13 09:00:00
200042,Puma Laptops Product 42,Electronics,Laptops,Puma,31922.31,27336.1,UNKNOWN,2024-07-09 10:00:00,2024-10-18 10:00:00
200043,Apple Accessories Product 43,Electronics,Accessories,Apple,16254.31,8211.81,UNKNOWN,2023-02-08 04:00:00,2023-11-02 04:00:00
200044,Prestige Personal Care Product 44,Beauty,Personal Care,Prestige,30259.0,19400.45,UNKNOWN,2023-05-10 11:00:00,2023-12-08 11:00:00
200045,Puma Men Product 45,Fashion,Men,Puma,66276.17,52935.34,UNKNOWN,2023-07-07 17:00:00,2023-07-21 17:00:00
200046,Tata Personal Care Product 46,Beauty,Personal Care,Tata,39716.0,22429.15,UNKNOWN,2023-06-01 07:00:00,2023-06-12 07:00:00
200047,Nestle Decor Product 47,Home,Decor,Nestle,41817.08,36854.04,UNKNOWN,2023-05-22 20:00:00,2023-07-06 20:00:00
200048,Prestige Skin Care Product 48,Beauty,Skin Care,Prestige,86619.33,71088.74,UNKNOWN,2025-04-19 08:00:00,2025-10-10 08:00:00
200049,Adidas Personal Care Product 49,Beauty,Personal Care,Adidas,5672.76,4698.71,ACTIVE,2024-10-04 07:00:00,2024-09-24 07:00:00
200050,Tata Staples Product 50,Grocery,Staples,Tata,86217.61,74772.51,ACTIVE,2025-06-11 12:00:00,2025-06-01 12:00:00
200051,Adidas Hair Care Product 51,Beauty,Hair Care,Adidas,86128.24,53281.25,DISCONTINUED,2024-04-15 20:00:00,2024-04-05 20:00:00
200052,Philips Footwear Product 52,Fashion,Footwear,Philips,31253.76,16290.47,ACTIVE,2024-02-25 04:00:00,2024-02-15 04:00:00
200053,Lakme Decor Product 53,Home,Decor,Lakme,40862.27,19077.69,INACTIVE,2023-06-26 02:00:00,2023-06-16 02:00:00
200054,Nike Personal Care Product 54,Beauty,Personal Care,Nike,13839.16,10833.07,DISCONTINUED,2023-01-19 17:00:00,2023-01-09 17:00:00
200055,Philips Hair Care Product 55,Beauty,Hair Care,Philips,4512.07,2828.95,DISCONTINUED,2024-07-05 16:00:00,2024-06-25 16:00:00
200056,Sony Mobiles Product 56,Electronics,Mobiles,Sony,73270.96,43971.7,DISCONTINUED,2023-09-25 09:00:00,2023-09-15 09:00:00
200057,LG Personal Care Product 57,Beauty,Personal Care,LG,16262.96,9461.97,ACTIVE,2024-07-08 09:00:00,2025-01-06 09:00:00
200058,Lakme Men Product 58,Fashion,Men,Lakme,63000.26,52371.43,INACTIVE,2024-10-25 15:00:00,2025-05-29 15:00:00
200059,Lakme Skin Care Product 59,Beauty,Skin Care,Lakme,51643.23,27413.8,ACTIVE,2024-07-06 04:00:00,2024-09-27 04:00:00
200060,Prestige Accessories Product 60,Electronics,Accessories,Prestige,88238.31,65255.07,INACTIVE,2023-01-03 11:00:00,2023-02-04 11:00:00
200061,Tata Kitchen Product 61,Home,Kitchen,Tata,15464.89,11204.44,INACTIVE,2023-05-10 03:00:00,2023-10-24 03:00:00
200062,Apple Accessories Product 62,Electronics,Accessories,Apple,38150.8,27759.65,INACTIVE,2024-10-25 03:00:00,2025-04-21 03:00:00
200063,Tata Men Product 63,Fashion,Men,Tata,51918.69,42723.34,INACTIVE,2024-11-30 14:00:00,2025-09-25 14:00:00
200064,Apple Mobiles Product 64,Electronics,Mobiles,Apple,80851.48,64687.86,ACTIVE,2023-09-29 21:00:00,2024-01-22 21:00:00
200065,Tata Furniture Product 65,Home,Furniture,Tata,56179.53,33438.74,INACTIVE,2025-01-11 21:00:00,2025-09-20 21:00:00
200066,LG Kitchen Product 66,Home,Kitchen,LG,80647.45,44281.65,INACTIVE,2024-12-06 11:00:00,2025-06-03 11:00:00
200067,LG Hair Care Product 67,Beauty,Hair Care,LG,15480.14,12142.05,INACTIVE,2024-11-03 23:00:00,2025-01-07 23:00:00
200068,Apple Furniture Product 68,Home,Furniture,Apple,32037.45,26544.02,DISCONTINUED,2024-03-31 08:00:00,2024-06-13 08:00:00
200069,Adidas Kitchen Product 69,Home,Kitchen,Adidas,97226.34,68309.77,DISCONTINUED,2023-05-07 08:00:00,2023-10-04 08:00:00
200070,Puma Footwear Product 70,Fashion,Footwear,Puma,39975.06,27877.82,INACTIVE,2023-12-04 21:00:00,2024-06-30 21:00:00
200071,Nestle Accessories Product 71,Electronics,Accessories,Nestle,90858.75,75531.82,DISCONTINUED,2025-05-11 21:00:00,2026-02-14 21:00:00
200072,Adidas Snacks Product 72,Grocery,Snacks,Adidas,64840.12,30929.65,ACTIVE,2024-02-14 23:00:00,2024-05-12 23:00:00
200073,Lakme Decor Product 73,Home,Decor,Lakme,25254.79,15160.61,INACTIVE,2024-10-21 19:00:00,2025-05-21 19:00:00
200074,Samsung Women Product 74,Fashion,Women,Samsung,3797.68,2084.71,INACTIVE,2023-05-04 21:00:00,2023-09-18 21:00:00
200075,Nestle Mobiles Product 75,Electronics,Mobiles,Nestle,51518.41,37622.43,DISCONTINUED,2024-01-14 02:00:00,2024-10-24 02:00:00
200076,Samsung Staples Product 76,Grocery,Staples,Samsung,98259.51,51106.95,DISCONTINUED,2023-08-13 14:00:00,2023-11-26 14:00:00
200077,Nike Staples Product 77,Grocery,Staples,Nike,8474.0,5403.6,ACTIVE,2024-06-18 21:00:00,2025-03-31 21:00:00
200078,Nike Mobiles Product 78,Electronics,Mobiles,Nike,93905.97,44137.27,ACTIVE,2024-07-17 23:00:00,2025-04-05 23:00:00
200079,Prestige Footwear Product 79,Fashion,Footwear,Prestige,34159.55,20712.15,INACTIVE,2024-09-13 15:00:00,2025-01-21 15:00:00
200080,Samsung Furniture Product 80,Home,Furniture,Samsung,64377.56,32829.69,INACTIVE,2024-05-07 11:00:00,2024-09-13 11:00:00
200081,Nike Snacks Product 81,Grocery,Snacks,Nike,51253.76,39950.54,ACTIVE,2023-11-08 06:00:00,2024-08-31 06:00:00
200082,Lakme Men Product 82,Fashion,Men,Lakme,72220.28,53986.24,INACTIVE,2024-11-29 17:00:00,2025-04-30 17:00:00
200083,Tata Skin Care Product 83,Beauty,Skin Care,Tata,97446.65,69978.75,INACTIVE,2024-05-15 10:00:00,2024-11-04 10:00:00
200084,Tata Beverages Product 84,Grocery,Beverages,Tata,86356.78,45635.8,INACTIVE,2023-09-21 16:00:00,2024-06-13 16:00:00
200085,LG Accessories Product 85,Electronics,Accessories,LG,2936.14,1639.55,ACTIVE,2024-03-15 16:00:00,2024-12-09 16:00:00
200086,Nike Skin Care Product 86,Beauty,Skin Care,Nike,77589.7,59928.33,INACTIVE,2023-05-20 17:00:00,2023-11-02 17:00:00
200087,Philips Footwear Product 87,Fashion,Footwear,Philips,72628.85,38861.81,DISCONTINUED,2024-09-13 17:00:00,2024-11-30 17:00:00
200088,Prestige Beverages Product 88,Grocery,Beverages,Prestige,57315.59,46473.42,INACTIVE,2025-06-05 01:00:00,2025-10-26 01:00:00
200089,Nike Beverages Product 89,Grocery,Beverages,Nike,96312.07,73373.2,ACTIVE,2023-05-12 14:00:00,2023-08-06 14:00:00
200090,Prestige Mobiles Product 90,Electronics,Mobiles,Prestige,15432.15,11397.43,INACTIVE,2024-05-16 17:00:00,2024-05-30 17:00:00
200091,Adidas Staples Product 91,Grocery,Staples,Adidas,88808.13,43639.88,ACTIVE,2024-11-27 23:00:00,2025-06-23 23:00:00
200092,Lakme Kitchen Product 92,Home,Kitchen,Lakme,50848.39,33655.37,DISCONTINUED,2023-03-01 03:00:00,2023-08-28 03:00:00
200093,Samsung Furniture Product 93,Home,Furniture,Samsung,16422.85,8804.24,DISCONTINUED,2025-04-16 02:00:00,2025-11-18 02:00:00
200094,Sony Men Product 94,Fashion,Men,Sony,24150.02,18057.7,ACTIVE,2024-05-21 06:00:00,2024-11-27 06:00:00
200095,Lakme Hair Care Product 95,Beauty,Hair Care,Lakme,42346.59,35371.07,DISCONTINUED,2024-12-22 06:00:00,2025-05-29 06:00:00
200096,Philips Footwear Product 96,Fashion,Footwear,Philips,48206.58,40754.78,ACTIVE,2023-08-05 23:00:00,2023-11-13 23:00:00
200097,Lakme Laptops Product 97,Electronics,Laptops,Lakme,67918.26,51587.99,DISCONTINUED,2023-04-28 05:00:00,2023-08-10 05:00:00
200098,Puma Men Product 98,Fashion,Men,Puma,3098.66,2748.35,INACTIVE,2024-10-25 20:00:00,2025-03-11 20:00:00
200099,Samsung Furniture Product 99,Home,Furniture,Samsung,47683.62,31332.52,ACTIVE,2023-10-07 11:00:00,2024-06-12 11:00:00
200100,Tata Mobiles Product 100,Electronics,Mobiles,Tata,22298.01,13636.29,DISCONTINUED,2024-01-22 19:00:00,2024-02-15 19:00:00
200101,Nike Hair Care Product 101,Beauty,Hair Care,Nike,96735.34,46962.35,DISCONTINUED,2024-04-24 11:00:00,2025-01-28 11:00:00
200102,Nike Skin Care Product 102,Beauty,Skin Care,Nike,29710.96,14446.78,INACTIVE,2023-02-12 02:00:00,2023-11-09 02:00:00
200103,Puma Skin Care Product 103,Beauty,Skin Care,Puma,79923.55,64744.92,DISCONTINUED,2024-04-12 19:00:00,2024-12-13 19:00:00
200104,Adidas Mobiles Product 104,Electronics,Mobiles,Adidas,13475.34,6701.54,INACTIVE,2023-04-05 05:00:00,2024-01-03 05:00:00
200105,Lakme Mobiles Product 105,Electronics,Mobiles,Lakme,97078.34,76561.86,DISCONTINUED,2024-06-17 03:00:00,2024-12-05 03:00:00
200106,Nestle Snacks Product 106,Grocery,Snacks,Nestle,24238.68,18727.62,INACTIVE,2024-04-24 22:00:00,2024-08-26 22:00:00
200107,Adidas Staples Product 107,Grocery,Staples,Adidas,41915.77,28084.8,ACTIVE,2024-09-01 05:00:00,2025-04-13 05:00:00
200108,Nestle Accessories Product 108,Electronics,Accessories,Nestle,59075.67,39419.81,INACTIVE,2023-01-17 15:00:00,2023-05-08 15:00:00
200109,Nestle Accessories Product 109,Electronics,Accessories,Nestle,78470.99,45717.4,INACTIVE,2025-05-31 16:00:00,2025-11-07 16:00:00
200110,Philips Footwear Product 110,Fashion,Footwear,Philips,2678.46,1931.16,ACTIVE,2024-06-16 05:00:00,2025-03-14 05:00:00
200111,LG Hair Care Product 111,Beauty,Hair Care,LG,58677.03,41050.29,ACTIVE,2024-04-13 12:00:00,2024-06-08 12:00:00
200112,Samsung Women Product 112,Fashion,Women,Samsung,24469.36,11574.03,INACTIVE,2025-02-08 05:00:00,2025-11-03 05:00:00
200113,Nike Kitchen Product 113,Home,Kitchen,Nike,16804.7,14455.04,ACTIVE,2023-08-12 22:00:00,2024-05-25 22:00:00
200114,Prestige Footwear Product 114,Fashion,Footwear,Prestige,3605.58,3179.99,DISCONTINUED,2024-12-11 14:00:00,2025-08-31 14:00:00
200115,Prestige Mobiles Product 115,Electronics,Mobiles,Prestige,65137.89,43424.64,DISCONTINUED,2023-10-26 02:00:00,2024-01-20 02:00:00
200116,LG Laptops Product 116,Electronics,Laptops,LG,779.92,567.77,ACTIVE,2023-02-14 15:00:00,2023-06-26 15:00:00
200117,Tata Skin Care Product 117,Beauty,Skin Care,Tata,63587.33,45316.75,DISCONTINUED,2023-09-01 15:00:00,2023-09-28 15:00:00
200118,Tata Kitchen Product 118,Home,Kitchen,Tata,39328.36,19245.63,INACTIVE,2023-02-02 00:00:00,2023-09-01 00:00:00
200119,Nestle Skin Care Product 119,Beauty,Skin Care,Nestle,67503.09,35797.68,ACTIVE,2023-08-31 05:00:00,2024-06-12 05:00:00
200120,Puma Hair Care Product 120,Beauty,Hair Care,Puma,27928.85,20688.67,ACTIVE,2023-06-22 14:00:00,2023-08-08 14:00:00
200121,Lakme Kitchen Product 121,Home,Kitchen,Lakme,75300.38,67125.47,INACTIVE,2024-08-03 16:00:00,2024-12-05 16:00:00
200122,Adidas Staples Product 122,Grocery,Staples,Adidas,17611.85,12285.19,ACTIVE,2023-05-23 00:00:00,2023-12-03 00:00:00
200123,Puma Footwear Product 123,Fashion,Footwear,Puma,67099.91,40419.28,DISCONTINUED,2023-12-31 02:00:00,2024-01-10 02:00:00
200124,Apple Kitchen Product 124,Home,Kitchen,Apple,37755.17,21148.23,DISCONTINUED,2023-11-08 19:00:00,2024-08-29 19:00:00
200125,Nike Skin Care Product 125,Beauty,Skin Care,Nike,74664.79,33951.46,DISCONTINUED,2023-01-30 10:00:00,2023-04-29 10:00:00
200126,Apple Footwear Product 126,Fashion,Footwear,Apple,24303.23,16092.59,DISCONTINUED,2023-06-12 19:00:00,2024-02-24 19:00:00
200127,Apple Men Product 127,Fashion,Men,Apple,12761.06,9262.59,INACTIVE,2023-11-15 04:00:00,2024-06-10 04:00:00
200128,Philips Laptops Product 128,Electronics,Laptops,Philips,29584.19,15317.34,INACTIVE,2024-10-10 20:00:00,2024-10-12 20:00:00
200129,Apple Skin Care Product 129,Beauty,Skin Care,Apple,22781.01,13580.73,INACTIVE,2025-04-09 02:00:00,2025-10-23 02:00:00
200130,Lakme Women Product 130,Fashion,Women,Lakme,94025.58,54894.88,INACTIVE,2024-04-01 23:00:00,2024-10-28 23:00:00
200131,Sony Furniture Product 131,Home,Furniture,Sony,10210.99,7112.61,DISCONTINUED,2023-07-29 06:00:00,2023-12-26 06:00:00
200132,Lakme Men Product 132,Fashion,Men,Lakme,66485.92,34881.49,ACTIVE,2023-04-14 07:00:00,2023-10-28 07:00:00
200133,Prestige Hair Care Product 133,Beauty,Hair Care,Prestige,53673.04,29168.59,DISCONTINUED,2024-07-16 09:00:00,2025-04-19 09:00:00
200134,Nike Footwear Product 134,Fashion,Footwear,Nike,34796.05,30098.0,INACTIVE,2023-09-06 05:00:00,2024-05-23 05:00:00
200135,Philips Accessories Product 135,Electronics,Accessories,Philips,82486.93,48265.97,ACTIVE,2025-05-18 13:00:00,2026-03-11 13:00:00
200136,Prestige Women Product 136,Fashion,Women,Prestige,49714.74,23695.46,DISCONTINUED,2023-11-11 23:00:00,2023-11-29 23:00:00
200137,Tata Hair Care Product 137,Beauty,Hair Care,Tata,29829.77,18981.01,DISCONTINUED,2024-12-08 20:00:00,2025-09-07 20:00:00
200138,Philips Decor Product 138,Home,Decor,Philips,50627.3,41729.83,ACTIVE,2023-12-26 12:00:00,2024-09-20 12:00:00
200139,Tata Laptops Product 139,Electronics,Laptops,Tata,42954.79,31368.43,DISCONTINUED,2024-01-08 07:00:00,2024-10-20 07:00:00
200140,Lakme Women Product 140,Fashion,Women,Lakme,86509.77,40063.7,INACTIVE,2023-08-30 06:00:00,2023-11-27 06:00:00
200141,Nestle Hair Care Product 141,Beauty,Hair Care,Nestle,99750.21,51948.22,ACTIVE,2024-06-09 06:00:00,2024-12-17 06:00:00
200142,Apple Skin Care Product 142,Beauty,Skin Care,Apple,11736.55,7381.06,DISCONTINUED,2024-04-13 19:00:00,2024-10-07 19:00:00
200143,Apple Personal Care Product 143,Beauty,Personal Care,Apple,41665.55,24771.76,INACTIVE,2023-01-04 03:00:00,2023-02-06 03:00:00
200144,Prestige Snacks Product 144,Grocery,Snacks,Prestige,41416.62,30633.42,INACTIVE,2025-04-26 06:00:00,2026-02-03 06:00:00
200145,Sony Decor Product 145,Home,Decor,Sony,12505.21,7576.83,ACTIVE,2023-06-02 14:00:00,2024-01-26 14:00:00
200146,Sony Hair Care Product 146,Beauty,Hair Care,Sony,9161.92,6950.13,INACTIVE,2024-03-09 02:00:00,2024-10-21 02:00:00
200147,Nestle Laptops Product 147,Electronics,Laptops,Nestle,35187.15,17394.57,INACTIVE,2023-02-18 13:00:00,2023-05-21 13:00:00
200148,Lakme Laptops Product 148,Electronics,Laptops,Lakme,54525.37,30623.25,ACTIVE,2023-04-22 11:00:00,2023-07-17 11:00:00
200149,Philips Staples Product 149,Grocery,Staples,Philips,79131.04,44800.6,DISCONTINUED,2025-03-31 13:00:00,2025-05-22 13:00:00
200150,Apple Snacks Product 150,Grocery,Snacks,Apple,41078.62,30200.43,INACTIVE,2024-08-14 19:00:00,2024-12-27 19:00:00
200151,Philips Footwear Product 151,Fashion,Footwear,Philips,31111.98,24383.63,DISCONTINUED,2024-09-11 16:00:00,2024-12-12 16:00:00
200152,Samsung Women Product 152,Fashion,Women,Samsung,55574.07,31304.03,DISCONTINUED,2024-04-16 09:00:00,2024-11-13 09:00:00
200153,Lakme Kitchen Product 153,Home,Kitchen,Lakme,93243.06,72498.5,DISCONTINUED,2024-03-28 05:00:00,2024-09-27 05:00:00
200154,Nike Furniture Product 154,Home,Furniture,Nike,11076.73,8007.2,DISCONTINUED,2023-01-02 06:00:00,2023-06-23 06:00:00
200155,Prestige Decor Product 155,Home,Decor,Prestige,12322.14,7410.51,DISCONTINUED,2024-10-24 13:00:00,2025-06-17 13:00:00
200156,Apple Footwear Product 156,Fashion,Footwear,Apple,97569.92,82077.65,DISCONTINUED,2024-03-16 21:00:00,2024-11-02 21:00:00
200157,Puma Decor Product 157,Home,Decor,Puma,35858.27,28409.87,INACTIVE,2024-01-31 23:00:00,2024-07-28 23:00:00
200158,Adidas Men Product 158,Fashion,Men,Adidas,41364.88,19433.59,DISCONTINUED,2023-01-24 22:00:00,2023-06-23 22:00:00
200159,Apple Skin Care Product 159,Beauty,Skin Care,Apple,76976.3,49595.06,ACTIVE,2024-01-29 09:00:00,2024-06-08 09:00:00
200160,Samsung Beverages Product 160,Grocery,Beverages,Samsung,7836.74,4149.12,INACTIVE,2024-12-26 11:00:00,2025-09-28 11:00:00
200161,Philips Accessories Product 161,Electronics,Accessories,Philips,53679.09,39441.82,ACTIVE,2023-02-25 09:00:00,2023-04-30 09:00:00
200162,Apple Men Product 162,Fashion,Men,Apple,69490.11,33359.84,ACTIVE,2023-04-18 02:00:00,2023-11-02 02:00:00
200163,Tata Snacks Product 163,Grocery,Snacks,Tata,73589.12,58164.24,INACTIVE,2025-06-01 09:00:00,2025-12-27 09:00:00
200164,Nestle Personal Care Product 164,Beauty,Personal Care,Nestle,19057.44,9013.76,DISCONTINUED,2023-11-16 04:00:00,2024-03-31 04:00:00
200165,Philips Skin Care Product 165,Beauty,Skin Care,Philips,39749.78,18760.74,INACTIVE,2024-04-09 18:00:00,2024-11-06 18:00:00
200166,Prestige Footwear Product 166,Fashion,Footwear,Prestige,14735.63,6636.58,INACTIVE,2025-03-07 03:00:00,2025-05-11 03:00:00
200167,Lakme Snacks Product 167,Grocery,Snacks,Lakme,46226.53,33728.78,DISCONTINUED,2023-07-30 10:00:00,2023-10-19 10:00:00
200168,Apple Kitchen Product 168,Home,Kitchen,Apple,19372.61,12083.85,ACTIVE,2024-01-04 12:00:00,2024-02-11 12:00:00
200169,Prestige Decor Product 169,Home,Decor,Prestige,9316.71,6508.72,ACTIVE,2023-07-19 10:00:00,2023-11-27 10:00:00
200170,Tata Decor Product 170,Home,Decor,Tata,11166.65,7756.16,DISCONTINUED,2024-12-07 07:00:00,2025-08-01 07:00:00
200171,Sony Kitchen Product 171,Home,Kitchen,Sony,15009.41,10484.56,INACTIVE,2024-11-30 03:00:00,2025-06-17 03:00:00
200172,Nestle Personal Care Product 172,Beauty,Personal Care,Nestle,36346.74,19425.48,ACTIVE,2023-07-02 11:00:00,2024-02-29 11:00:00
200173,Philips Skin Care Product 173,Beauty,Skin Care,Philips,99271.45,80334.71,DISCONTINUED,2025-03-28 17:00:00,2025-04-22 17:00:00
200174,Lakme Kitchen Product 174,Home,Kitchen,Lakme,27641.44,20338.96,INACTIVE,2023-02-04 09:00:00,2023-04-22 09:00:00
200175,Lakme Women Product 175,Fashion,Women,Lakme,10379.91,6104.63,ACTIVE,2023-09-22 21:00:00,2024-04-21 21:00:00
200176,Nike Women Product 176,Fashion,Women,Nike,29899.26,26524.46,INACTIVE,2024-12-19 01:00:00,2025-01-22 01:00:00
200177,LG Men Product 177,Fashion,Men,LG,65433.77,57039.47,ACTIVE,2023-01-12 00:00:00,2023-06-22 00:00:00
200178,Adidas Accessories Product 178,Electronics,Accessories,Adidas,9423.3,6356.12,DISCONTINUED,2024-06-17 13:00:00,2024-12-05 13:00:00
200179,Samsung Skin Care Product 179,Beauty,Skin Care,Samsung,35822.36,27018.92,DISCONTINUED,2025-01-04 15:00:00,2025-09-11 15:00:00
200180,Prestige Men Product 180,Fashion,Men,Prestige,65131.55,54919.96,DISCONTINUED,2023-07-26 17:00:00,2023-12-03 17:00:00
200181,Puma Hair Care Product 181,Beauty,Hair Care,Puma,53753.13,42648.13,INACTIVE,2024-10-13 20:00:00,2024-10-23 20:00:00
200182,Samsung Footwear Product 182,Fashion,Footwear,Samsung,64309.79,30083.0,INACTIVE,2023-05-30 21:00:00,2024-01-27 21:00:00
200183,Prestige Accessories Product 183,Electronics,Accessories,Prestige,86218.2,75945.16,INACTIVE,2023-09-28 03:00:00,2024-01-30 03:00:00
200184,LG Staples Product 184,Grocery,Staples,LG,27862.42,15213.46,ACTIVE,2024-12-02 00:00:00,2025-02-02 00:00:00
200185,Adidas Hair Care Product 185,Beauty,Hair Care,Adidas,17308.39,14815.73,DISCONTINUED,2024-10-20 04:00:00,2025-01-29 04:00:00
200186,Sony Hair Care Product 186,Beauty,Hair Care,Sony,30809.59,19837.04,INACTIVE,2024-03-08 13:00:00,2024-12-17 13:00:00
200187,Puma Beverages Product 187,Grocery,Beverages,Puma,37621.69,23160.13,DISCONTINUED,2023-08-09 19:00:00,2024-05-13 19:00:00
200188,Lakme Personal Care Product 188,Beauty,Personal Care,Lakme,95758.3,54372.18,DISCONTINUED,2023-11-21 22:00:00,2024-03-22 22:00:00
200189,Apple Decor Product 189,Home,Decor,Apple,85586.09,67001.74,ACTIVE,2023-07-11 02:00:00,2024-03-02 02:00:00
200190,LG Staples Product 190,Grocery,Staples,LG,93060.65,67935.4,INACTIVE,2024-04-22 14:00:00,2024-05-13 14:00:00
